response_id,lockdown_period,subscale,score
R_BPqFXh1wkgyB1Tz,during,depression,22
R_BPqFXh1wkgyB1Tz,during,stress,36
R_brWqcjWNLR2SR6p,before,anxiety,2
R_brWqcjWNLR2SR6p,before,depression,6
R_brWqcjWNLR2SR6p,before,stress,8
R_brWqcjWNLR2SR6p,during,anxiety,14
R_brWqcjWNLR2SR6p,during,depression,18
R_brWqcjWNLR2SR6p,during,stress,26
R_BSsMj7rx2Tnixot,before,anxiety,0
R_BSsMj7rx2Tnixot,before,depression,12
R_BSsMj7rx2Tnixot,before,stress,4
R_BSsMj7rx2Tnixot,during,anxiety,6
R_BSsMj7rx2Tnixot,during,depression,18
R_BSsMj7rx2Tnixot,during,stress,10
R_BueCPimsWc9Utd7,before,anxiety,0
R_BueCPimsWc9Utd7,before,depression,2
R_BueCPimsWc9Utd7,before,stress,8
R_BueCPimsWc9Utd7,during,anxiety,2
R_BueCPimsWc9Utd7,during,depression,2
R_BueCPimsWc9Utd7,during,stress,8
R_cTISqj1k1d4BAOd,before,anxiety,2
R_cTISqj1k1d4BAOd,before,depression,4
R_cTISqj1k1d4BAOd,before,stress,10
R_cTISqj1k1d4BAOd,during,anxiety,14
R_cTISqj1k1d4BAOd,during,depression,20
R_cTISqj1k1d4BAOd,during,stress,16
R_DejQ8cSCeZ4rekp,before,anxiety,10
R_DejQ8cSCeZ4rekp,before,depression,24
R_DejQ8cSCeZ4rekp,before,stress,20
R_DejQ8cSCeZ4rekp,during,anxiety,18
R_DejQ8cSCeZ4rekp,during,depression,30
R_DejQ8cSCeZ4rekp,during,stress,20
R_Oju76sshryv7YAh,before,anxiety,10
R_Oju76sshryv7YAh,before,depression,24
R_Oju76sshryv7YAh,before,stress,26
R_Oju76sshryv7YAh,during,anxiety,14
R_Oju76sshryv7YAh,during,depression,36
R_Oju76sshryv7YAh,during,stress,26
R_OP7imJenh3QEzHr,before,anxiety,10
R_OP7imJenh3QEzHr,before,depression,38
R_OP7imJenh3QEzHr,before,stress,28
R_OP7imJenh3QEzHr,during,anxiety,6
R_OP7imJenh3QEzHr,during,depression,42
R_OP7imJenh3QEzHr,during,stress,28
R_OPvs1zUpPEvZoEp,before,anxiety,4
R_OPvs1zUpPEvZoEp,before,depression,4
R_OPvs1zUpPEvZoEp,before,stress,4
R_OPvs1zUpPEvZoEp,during,anxiety,4
R_OPvs1zUpPEvZoEp,during,depression,4
R_OPvs1zUpPEvZoEp,during,stress,2
R_p5CA0SZn571DSEN,before,anxiety,10
R_p5CA0SZn571DSEN,before,depression,14
R_p5CA0SZn571DSEN,before,stress,6
R_p5CA0SZn571DSEN,during,anxiety,12
R_p5CA0SZn571DSEN,during,depression,14
R_p5CA0SZn571DSEN,during,stress,18
R_piX57LSmaReTby1,before,anxiety,18
R_piX57LSmaReTby1,before,depression,16
R_piX57LSmaReTby1,before,stress,26
R_piX57LSmaReTby1,during,anxiety,10
R_piX57LSmaReTby1,during,depression,10
R_piX57LSmaReTby1,during,stress,26
R_pJBqW9a6blfxMnn,before,anxiety,2
R_pJBqW9a6blfxMnn,before,depression,2
R_pJBqW9a6blfxMnn,before,stress,4
R_pJBqW9a6blfxMnn,during,anxiety,2
R_pJBqW9a6blfxMnn,during,depression,8
R_pJBqW9a6blfxMnn,during,stress,2
R_R80uXkBmWsWOzfP,before,anxiety,2
R_R80uXkBmWsWOzfP,before,depression,0
R_R80uXkBmWsWOzfP,before,stress,10
R_R80uXkBmWsWOzfP,during,anxiety,0
R_R80uXkBmWsWOzfP,during,depression,2
R_R80uXkBmWsWOzfP,during,stress,0
R_RePvY6Xpy9N1z45,before,anxiety,16
R_RePvY6Xpy9N1z45,before,depression,30
R_RePvY6Xpy9N1z45,before,stress,22
R_RePvY6Xpy9N1z45,during,anxiety,16
R_RePvY6Xpy9N1z45,during,depression,28
R_RePvY6Xpy9N1z45,during,stress,34
R_RLcbhnqjnjLiaVX,before,anxiety,6
R_RLcbhnqjnjLiaVX,before,depression,8
R_RLcbhnqjnjLiaVX,before,stress,26
R_RLcbhnqjnjLiaVX,during,anxiety,4
R_RLcbhnqjnjLiaVX,during,depression,2
R_RLcbhnqjnjLiaVX,during,stress,8
R_RzB3YPB2gpL3ylr,before,anxiety,0
R_RzB3YPB2gpL3ylr,before,depression,2
R_RzB3YPB2gpL3ylr,before,stress,0
R_RzB3YPB2gpL3ylr,during,anxiety,0
R_RzB3YPB2gpL3ylr,during,depression,0
R_RzB3YPB2gpL3ylr,during,stress,2
R_SBupPeUb0kJ7NJL,before,anxiety,2
R_SBupPeUb0kJ7NJL,before,depression,4
R_SBupPeUb0kJ7NJL,before,stress,16
R_SBupPeUb0kJ7NJL,during,anxiety,20
R_SBupPeUb0kJ7NJL,during,depression,34
R_SBupPeUb0kJ7NJL,during,stress,40
R_SIf4380kHiu7wAh,before,anxiety,6
R_SIf4380kHiu7wAh,before,depression,12
R_SIf4380kHiu7wAh,before,stress,12
R_SIf4380kHiu7wAh,during,anxiety,16
R_SIf4380kHiu7wAh,during,depression,26
R_SIf4380kHiu7wAh,during,stress,16
R_SOViMCN9d7ybO8h,before,anxiety,10
R_SOViMCN9d7ybO8h,before,depression,14
R_SOViMCN9d7ybO8h,before,stress,8
R_SOViMCN9d7ybO8h,during,anxiety,20
R_SOViMCN9d7ybO8h,during,depression,18
R_SOViMCN9d7ybO8h,during,stress,20
R_SUcU46CryPkShsR,before,anxiety,12
R_SUcU46CryPkShsR,before,depression,24
R_SUcU46CryPkShsR,before,stress,22
R_SUcU46CryPkShsR,during,anxiety,18
R_SUcU46CryPkShsR,during,depression,40
R_SUcU46CryPkShsR,during,stress,26
R_UoPiHE2v8sEVOJb,before,anxiety,16
R_UoPiHE2v8sEVOJb,before,depression,30
R_UoPiHE2v8sEVOJb,before,stress,28
R_UoPiHE2v8sEVOJb,during,anxiety,18
R_UoPiHE2v8sEVOJb,during,depression,38
R_UoPiHE2v8sEVOJb,during,stress,32
R_upLgg7PndxOE2Vr,before,anxiety,8
R_upLgg7PndxOE2Vr,before,depression,18
R_upLgg7PndxOE2Vr,before,stress,14
R_upLgg7PndxOE2Vr,during,anxiety,8
R_upLgg7PndxOE2Vr,during,depression,10
R_upLgg7PndxOE2Vr,during,stress,6
R_UtoTopbBz0tqPqp,before,anxiety,2
R_UtoTopbBz0tqPqp,before,depression,6
R_UtoTopbBz0tqPqp,before,stress,10
R_UtoTopbBz0tqPqp,during,anxiety,8
R_UtoTopbBz0tqPqp,during,depression,10
R_UtoTopbBz0tqPqp,during,stress,18
R_UuOGjA6wOYIRHUt,before,anxiety,8
R_UuOGjA6wOYIRHUt,before,depression,16
R_UuOGjA6wOYIRHUt,before,stress,16
R_UuOGjA6wOYIRHUt,during,anxiety,14
R_UuOGjA6wOYIRHUt,during,depression,32
R_UuOGjA6wOYIRHUt,during,stress,24
R_WerDtRBiVK6hlnP,before,anxiety,8
R_WerDtRBiVK6hlnP,before,depression,38
R_WerDtRBiVK6hlnP,before,stress,26
R_WerDtRBiVK6hlnP,during,anxiety,14
R_WerDtRBiVK6hlnP,during,depression,42
R_WerDtRBiVK6hlnP,during,stress,38
R_WxPm6DIjeTENfxv,before,anxiety,4
R_WxPm6DIjeTENfxv,before,depression,10
R_WxPm6DIjeTENfxv,before,stress,14
R_WxPm6DIjeTENfxv,during,anxiety,6
R_WxPm6DIjeTENfxv,during,depression,10
R_WxPm6DIjeTENfxv,during,stress,24
R_Xjm191b0NxVNvbz,before,anxiety,8
R_Xjm191b0NxVNvbz,before,depression,18
R_Xjm191b0NxVNvbz,before,stress,14
R_Xjm191b0NxVNvbz,during,anxiety,8
R_Xjm191b0NxVNvbz,during,depression,30
R_Xjm191b0NxVNvbz,during,stress,24
R_Xzj8CbUZRnKEBKV,before,anxiety,18
R_Xzj8CbUZRnKEBKV,before,depression,10
R_Xzj8CbUZRnKEBKV,before,stress,28
R_Xzj8CbUZRnKEBKV,during,anxiety,14
R_Xzj8CbUZRnKEBKV,during,depression,8
R_Xzj8CbUZRnKEBKV,during,stress,24
R_ykakyVymnlCDlQZ,before,anxiety,2
R_ykakyVymnlCDlQZ,before,depression,4
R_ykakyVymnlCDlQZ,before,stress,10
R_ykakyVymnlCDlQZ,during,anxiety,16
R_ykakyVymnlCDlQZ,during,depression,8
R_ykakyVymnlCDlQZ,during,stress,24
R_z7JR0f6BK2Ps1i1,before,anxiety,18
R_z7JR0f6BK2Ps1i1,before,depression,20
R_z7JR0f6BK2Ps1i1,before,stress,28
R_z7JR0f6BK2Ps1i1,during,anxiety,22
R_z7JR0f6BK2Ps1i1,during,depression,30
R_z7JR0f6BK2Ps1i1,during,stress,28
R_Zgzav0hvyZ96c6d,before,anxiety,8
R_Zgzav0hvyZ96c6d,before,depression,8
R_Zgzav0hvyZ96c6d,before,stress,18
R_Zgzav0hvyZ96c6d,during,anxiety,12
R_Zgzav0hvyZ96c6d,during,depression,14
R_Zgzav0hvyZ96c6d,during,stress,20
R_ZmHvxJewc1RDEfT,before,anxiety,12
R_ZmHvxJewc1RDEfT,before,depression,0
R_ZmHvxJewc1RDEfT,before,stress,4
R_ZmHvxJewc1RDEfT,during,anxiety,4
R_ZmHvxJewc1RDEfT,during,depression,14
R_ZmHvxJewc1RDEfT,during,stress,0
R_Zrj2VRi2kmSoAoN,before,anxiety,0
R_Zrj2VRi2kmSoAoN,before,depression,10
R_Zrj2VRi2kmSoAoN,before,stress,8
R_Zrj2VRi2kmSoAoN,during,anxiety,0
R_Zrj2VRi2kmSoAoN,during,depression,12
R_Zrj2VRi2kmSoAoN,during,stress,10
R_ZxG3FMCz1l6uJd7,before,anxiety,2
R_ZxG3FMCz1l6uJd7,before,depression,2
R_ZxG3FMCz1l6uJd7,before,stress,4
R_ZxG3FMCz1l6uJd7,during,anxiety,0
R_ZxG3FMCz1l6uJd7,during,depression,16
R_ZxG3FMCz1l6uJd7,during,stress,4
