response_id,game,lockdown_period,hours,regularly_play,single_multi
R_Zgzav0hvyZ96c6d,7,before,0,yes,NA
R_Zgzav0hvyZ96c6d,8,before,0,yes,NA
R_Zgzav0hvyZ96c6d,9,before,0,yes,NA
R_Zgzav0hvyZ96c6d,1,during,0,yes,NA
R_Zgzav0hvyZ96c6d,2,during,6.5,yes,alone
R_Zgzav0hvyZ96c6d,3,during,0,yes,NA
R_Zgzav0hvyZ96c6d,4,during,19.5,yes,multiplayer
R_Zgzav0hvyZ96c6d,5,during,6.5,yes,alone
R_Zgzav0hvyZ96c6d,6,during,0,yes,NA
R_Zgzav0hvyZ96c6d,7,during,32.5,yes,alone
R_Zgzav0hvyZ96c6d,8,during,0,yes,NA
R_Zgzav0hvyZ96c6d,9,during,0,yes,NA
R_1K1Fc63G8b1FSAP,1,before,0,yes,NA
R_1K1Fc63G8b1FSAP,2,before,0,yes,NA
R_1K1Fc63G8b1FSAP,3,before,3.5,yes,alone
R_1K1Fc63G8b1FSAP,4,before,3.5,yes,alone
R_1K1Fc63G8b1FSAP,5,before,0,yes,NA
R_1K1Fc63G8b1FSAP,6,before,3,yes,alone
R_1K1Fc63G8b1FSAP,7,before,0,yes,NA
R_1K1Fc63G8b1FSAP,8,before,0,yes,NA
R_1K1Fc63G8b1FSAP,9,before,0,yes,NA
R_1K1Fc63G8b1FSAP,1,during,0,yes,NA
R_1K1Fc63G8b1FSAP,2,during,0,yes,NA
R_1K1Fc63G8b1FSAP,3,during,3.5,yes,alone
R_1K1Fc63G8b1FSAP,4,during,3.5,yes,alone
R_1K1Fc63G8b1FSAP,5,during,0,yes,NA
R_1K1Fc63G8b1FSAP,6,during,3,yes,alone
R_1K1Fc63G8b1FSAP,7,during,0,yes,NA
R_1K1Fc63G8b1FSAP,8,during,0,yes,NA
R_1K1Fc63G8b1FSAP,9,during,0,yes,NA
R_3qyQeKqDkX0mMPk,1,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,2,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,3,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,4,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,5,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,6,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,7,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,8,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,9,before,NA,yes,NA
R_3qyQeKqDkX0mMPk,1,during,NA,yes,NA
R_3qyQeKqDkX0mMPk,2,during,NA,yes,NA
R_3qyQeKqDkX0mMPk,3,during,NA,yes,NA
R_3qyQeKqDkX0mMPk,4,during,NA,yes,NA
R_3qyQeKqDkX0mMPk,5,during,NA,yes,NA
R_3qyQeKqDkX0mMPk,6,during,NA,yes,NA
R_3qyQeKqDkX0mMPk,7,during,NA,yes,NA
R_3qyQeKqDkX0mMPk,8,during,NA,yes,NA
R_3qyQeKqDkX0mMPk,9,during,NA,yes,NA
R_1ImlmXBKKlXZVm0,1,before,0,yes,alone
R_1ImlmXBKKlXZVm0,2,before,0,yes,alone
R_1ImlmXBKKlXZVm0,3,before,6,yes,alone
R_1ImlmXBKKlXZVm0,4,before,6,yes,alone
R_1ImlmXBKKlXZVm0,5,before,0,yes,NA
R_1ImlmXBKKlXZVm0,6,before,0,yes,alone
R_1ImlmXBKKlXZVm0,7,before,0,yes,alone
R_1ImlmXBKKlXZVm0,8,before,0,yes,alone
R_1ImlmXBKKlXZVm0,9,before,0,yes,alone
R_1ImlmXBKKlXZVm0,1,during,0,yes,NA
R_1ImlmXBKKlXZVm0,2,during,8,yes,alone
R_1ImlmXBKKlXZVm0,3,during,12,yes,alone
R_1ImlmXBKKlXZVm0,4,during,18,yes,multiplayer
R_1ImlmXBKKlXZVm0,5,during,2,yes,alone
R_1ImlmXBKKlXZVm0,6,during,0,yes,NA
R_1ImlmXBKKlXZVm0,7,during,0,yes,NA
R_1ImlmXBKKlXZVm0,8,during,0,yes,NA
R_1ImlmXBKKlXZVm0,9,during,0,yes,alone
R_3Gg2Ve4XnzJBPL1,1,before,0,yes,NA
R_3Gg2Ve4XnzJBPL1,2,before,0,yes,alone
R_3Gg2Ve4XnzJBPL1,3,before,30,yes,alone
R_3Gg2Ve4XnzJBPL1,4,before,30,yes,multiplayer
R_3Gg2Ve4XnzJBPL1,5,before,0,yes,NA
R_3Gg2Ve4XnzJBPL1,6,before,0,yes,NA
R_3Gg2Ve4XnzJBPL1,7,before,0,yes,NA
R_3Gg2Ve4XnzJBPL1,8,before,0,yes,NA
R_3Gg2Ve4XnzJBPL1,9,before,0,yes,NA
R_3Gg2Ve4XnzJBPL1,1,during,0,yes,NA
R_3Gg2Ve4XnzJBPL1,2,during,0,yes,alone
R_3Gg2Ve4XnzJBPL1,3,during,45,yes,alone
R_3Gg2Ve4XnzJBPL1,4,during,45,yes,multiplayer
R_3Gg2Ve4XnzJBPL1,5,during,0,yes,NA
R_3Gg2Ve4XnzJBPL1,6,during,0,yes,NA
R_3Gg2Ve4XnzJBPL1,7,during,0,yes,NA
R_3Gg2Ve4XnzJBPL1,8,during,0,yes,NA
R_3Gg2Ve4XnzJBPL1,9,during,0,yes,NA
R_2fIesR987yHKjDw,1,before,0,yes,alone
R_2fIesR987yHKjDw,2,before,0.8,yes,NA
R_2fIesR987yHKjDw,3,before,7.2,yes,alone
R_2fIesR987yHKjDw,4,before,0,yes,NA
R_2fIesR987yHKjDw,5,before,0,yes,NA
R_2fIesR987yHKjDw,6,before,0,yes,NA
R_2fIesR987yHKjDw,7,before,0,yes,NA
R_2fIesR987yHKjDw,8,before,0,yes,NA
R_2fIesR987yHKjDw,9,before,0,yes,NA
R_2fIesR987yHKjDw,1,during,0,yes,NA
R_2fIesR987yHKjDw,2,during,0,yes,NA
R_2fIesR987yHKjDw,3,during,12,yes,multiplayer
R_2fIesR987yHKjDw,4,during,0,yes,NA
R_2fIesR987yHKjDw,5,during,0,yes,NA
R_2fIesR987yHKjDw,6,during,0,yes,NA
R_2fIesR987yHKjDw,7,during,0,yes,NA
R_2fIesR987yHKjDw,8,during,0,yes,NA
R_2fIesR987yHKjDw,9,during,0,yes,NA
R_3G0VtsBQfB5T8jI,1,before,0,yes,NA
R_3G0VtsBQfB5T8jI,2,before,0,yes,NA
R_3G0VtsBQfB5T8jI,3,before,0,yes,NA
R_3G0VtsBQfB5T8jI,4,before,6.5,yes,multiplayer
R_3G0VtsBQfB5T8jI,5,before,0,yes,NA
R_3G0VtsBQfB5T8jI,6,before,6.5,yes,alone
R_3G0VtsBQfB5T8jI,7,before,0,yes,NA
R_3G0VtsBQfB5T8jI,8,before,0,yes,NA
R_3G0VtsBQfB5T8jI,9,before,0,yes,NA
R_3G0VtsBQfB5T8jI,1,during,0,yes,NA
R_3G0VtsBQfB5T8jI,2,during,0,yes,NA
R_3G0VtsBQfB5T8jI,3,during,7.000000000000001,yes,NA
R_3G0VtsBQfB5T8jI,4,during,7.000000000000001,yes,multiplayer
R_3G0VtsBQfB5T8jI,5,during,0,yes,NA
R_3G0VtsBQfB5T8jI,6,during,0,yes,alone
R_3G0VtsBQfB5T8jI,7,during,0,yes,NA
R_3G0VtsBQfB5T8jI,8,during,0,yes,NA
R_3G0VtsBQfB5T8jI,9,during,0,yes,NA
R_3sAOu08DzJCbsCx,1,before,NA,yes,NA
R_3sAOu08DzJCbsCx,2,before,NA,yes,NA
R_3sAOu08DzJCbsCx,3,before,NA,yes,NA
R_3sAOu08DzJCbsCx,4,before,NA,yes,NA
R_3sAOu08DzJCbsCx,5,before,NA,yes,NA
R_3sAOu08DzJCbsCx,6,before,NA,yes,NA
R_3sAOu08DzJCbsCx,7,before,NA,yes,NA
R_3sAOu08DzJCbsCx,8,before,NA,yes,NA
R_3sAOu08DzJCbsCx,9,before,NA,yes,NA
R_3sAOu08DzJCbsCx,1,during,NA,yes,NA
R_3sAOu08DzJCbsCx,2,during,NA,yes,NA
R_3sAOu08DzJCbsCx,3,during,NA,yes,NA
R_3sAOu08DzJCbsCx,4,during,NA,yes,NA
R_3sAOu08DzJCbsCx,5,during,NA,yes,NA
R_3sAOu08DzJCbsCx,6,during,NA,yes,NA
R_3sAOu08DzJCbsCx,7,during,NA,yes,NA
R_3sAOu08DzJCbsCx,8,during,NA,yes,NA
R_3sAOu08DzJCbsCx,9,during,NA,yes,NA
R_1NfE7qpbaFYk306,1,before,0,yes,NA
R_1NfE7qpbaFYk306,2,before,2,yes,alone
R_1NfE7qpbaFYk306,3,before,0,yes,NA
R_1NfE7qpbaFYk306,4,before,18,yes,multiplayer
R_1NfE7qpbaFYk306,5,before,0.8,yes,alone
R_1NfE7qpbaFYk306,6,before,0,yes,NA
R_1NfE7qpbaFYk306,7,before,6,yes,alone
R_1NfE7qpbaFYk306,8,before,13.200000000000001,yes,multiplayer
R_1NfE7qpbaFYk306,9,before,0,yes,NA
R_1NfE7qpbaFYk306,1,during,0,yes,NA
R_1NfE7qpbaFYk306,2,during,0,yes,NA
R_1NfE7qpbaFYk306,3,during,0,yes,NA
R_1NfE7qpbaFYk306,4,during,12.25,yes,multiplayer
R_1NfE7qpbaFYk306,5,during,0,yes,NA
R_1NfE7qpbaFYk306,6,during,0,yes,NA
R_1NfE7qpbaFYk306,7,during,3.5,yes,multiplayer
R_1NfE7qpbaFYk306,8,during,19.25,yes,multiplayer
R_1NfE7qpbaFYk306,9,during,0,yes,NA
R_1pYYllRKHfnN46F,1,before,0,yes,NA
R_1pYYllRKHfnN46F,2,before,0,yes,NA
R_1pYYllRKHfnN46F,3,before,0,yes,NA
R_1pYYllRKHfnN46F,4,before,0,yes,NA
R_1pYYllRKHfnN46F,5,before,0,yes,NA
R_1pYYllRKHfnN46F,6,before,0,yes,NA
R_1pYYllRKHfnN46F,7,before,0,yes,NA
R_1pYYllRKHfnN46F,8,before,6,yes,multiplayer
R_1pYYllRKHfnN46F,9,before,0,yes,NA
R_1pYYllRKHfnN46F,1,during,0,yes,NA
R_1pYYllRKHfnN46F,2,during,0,yes,NA
R_1pYYllRKHfnN46F,3,during,0,yes,NA
R_1pYYllRKHfnN46F,4,during,0,yes,NA
R_1pYYllRKHfnN46F,5,during,0,yes,NA
R_1pYYllRKHfnN46F,6,during,0,yes,NA
R_1pYYllRKHfnN46F,7,during,0,yes,NA
R_1pYYllRKHfnN46F,8,during,14.000000000000002,yes,alone
R_1pYYllRKHfnN46F,9,during,0,yes,NA
R_WerDtRBiVK6hlnP,1,before,0,yes,NA
R_WerDtRBiVK6hlnP,2,before,3,yes,alone
R_WerDtRBiVK6hlnP,3,before,3,yes,alone
R_WerDtRBiVK6hlnP,4,before,3,yes,multiplayer
R_WerDtRBiVK6hlnP,5,before,3,yes,alone
R_WerDtRBiVK6hlnP,6,before,6,yes,alone
R_WerDtRBiVK6hlnP,7,before,0,yes,NA
R_WerDtRBiVK6hlnP,8,before,2,yes,alone
R_WerDtRBiVK6hlnP,9,before,0,yes,NA
R_WerDtRBiVK6hlnP,1,during,0,yes,NA
R_WerDtRBiVK6hlnP,2,during,0,yes,NA
R_WerDtRBiVK6hlnP,3,during,6,yes,alone
R_WerDtRBiVK6hlnP,4,during,6,yes,multiplayer
R_WerDtRBiVK6hlnP,5,during,7.5,yes,alone
R_WerDtRBiVK6hlnP,6,during,3,yes,alone
R_WerDtRBiVK6hlnP,7,during,0,yes,NA
R_WerDtRBiVK6hlnP,8,during,7.5,yes,multiplayer
R_WerDtRBiVK6hlnP,9,during,0,yes,NA
R_333VdNEK4f8Xyui,1,before,NA,no,NA
R_333VdNEK4f8Xyui,2,before,NA,no,NA
R_333VdNEK4f8Xyui,3,before,NA,no,NA
R_333VdNEK4f8Xyui,4,before,NA,no,NA
R_333VdNEK4f8Xyui,5,before,NA,no,NA
R_333VdNEK4f8Xyui,6,before,NA,no,NA
R_333VdNEK4f8Xyui,7,before,NA,no,NA
R_333VdNEK4f8Xyui,8,before,NA,no,NA
R_333VdNEK4f8Xyui,9,before,NA,no,NA
R_333VdNEK4f8Xyui,1,during,0,yes,NA
R_333VdNEK4f8Xyui,2,during,3,yes,multiplayer
R_333VdNEK4f8Xyui,3,during,18,yes,alone
R_333VdNEK4f8Xyui,4,during,9,yes,multiplayer
R_333VdNEK4f8Xyui,5,during,0,yes,NA
R_333VdNEK4f8Xyui,6,during,0,yes,NA
R_333VdNEK4f8Xyui,7,during,0,yes,NA
R_333VdNEK4f8Xyui,8,during,0,yes,NA
R_333VdNEK4f8Xyui,9,during,0,yes,NA
R_2cdROg831T1vhEC,1,before,0,yes,NA
R_2cdROg831T1vhEC,2,before,10,yes,alone
R_2cdROg831T1vhEC,3,before,10,yes,alone
R_2cdROg831T1vhEC,4,before,30,yes,multiplayer
R_2cdROg831T1vhEC,5,before,0,yes,NA
R_2cdROg831T1vhEC,6,before,0,yes,NA
R_2cdROg831T1vhEC,7,before,10,yes,multiplayer
R_2cdROg831T1vhEC,8,before,0,yes,NA
R_2cdROg831T1vhEC,9,before,0,yes,NA
R_2cdROg831T1vhEC,1,during,0,yes,NA
R_2cdROg831T1vhEC,2,during,5,yes,alone
R_2cdROg831T1vhEC,3,during,35,yes,multiplayer
R_2cdROg831T1vhEC,4,during,20,yes,multiplayer
R_2cdROg831T1vhEC,5,during,0,yes,NA
R_2cdROg831T1vhEC,6,during,0,yes,NA
R_2cdROg831T1vhEC,7,during,0,yes,NA
R_2cdROg831T1vhEC,8,during,0,yes,NA
R_2cdROg831T1vhEC,9,during,0,yes,NA
R_p5CA0SZn571DSEN,1,before,0,yes,NA
R_p5CA0SZn571DSEN,2,before,7.5,yes,alone
R_p5CA0SZn571DSEN,3,before,0,yes,NA
R_p5CA0SZn571DSEN,4,before,0,yes,NA
R_p5CA0SZn571DSEN,5,before,1.5,yes,multiplayer
R_p5CA0SZn571DSEN,6,before,4.5,yes,alone
R_p5CA0SZn571DSEN,7,before,0,yes,NA
R_p5CA0SZn571DSEN,8,before,0,yes,NA
R_p5CA0SZn571DSEN,9,before,1.5,yes,alone
R_p5CA0SZn571DSEN,1,during,0,yes,NA
R_p5CA0SZn571DSEN,2,during,11.25,yes,alone
R_p5CA0SZn571DSEN,3,during,0,yes,NA
R_p5CA0SZn571DSEN,4,during,0,yes,NA
R_p5CA0SZn571DSEN,5,during,1.25,yes,multiplayer
R_p5CA0SZn571DSEN,6,during,7.5,yes,alone
R_p5CA0SZn571DSEN,7,during,0,yes,NA
R_p5CA0SZn571DSEN,8,during,2.5,yes,multiplayer
R_p5CA0SZn571DSEN,9,during,2.5,yes,alone
R_2CvKeTojbEMdWFy,1,before,0,yes,NA
R_2CvKeTojbEMdWFy,2,before,0,yes,NA
R_2CvKeTojbEMdWFy,3,before,12,yes,alone
R_2CvKeTojbEMdWFy,4,before,0,yes,NA
R_2CvKeTojbEMdWFy,5,before,0,yes,NA
R_2CvKeTojbEMdWFy,6,before,0,yes,NA
R_2CvKeTojbEMdWFy,7,before,0,yes,NA
R_2CvKeTojbEMdWFy,8,before,0,yes,NA
R_2CvKeTojbEMdWFy,9,before,0,yes,NA
R_2CvKeTojbEMdWFy,1,during,0,yes,NA
R_2CvKeTojbEMdWFy,2,during,3,yes,alone
R_2CvKeTojbEMdWFy,3,during,15,yes,multiplayer
R_2CvKeTojbEMdWFy,4,during,6,yes,multiplayer
R_2CvKeTojbEMdWFy,5,during,0,yes,NA
R_2CvKeTojbEMdWFy,6,during,0,yes,NA
R_2CvKeTojbEMdWFy,7,during,0,yes,NA
R_2CvKeTojbEMdWFy,8,during,6,yes,NA
R_2CvKeTojbEMdWFy,9,during,0,yes,NA
R_3hywX9R1oSIynmb,1,before,0,yes,NA
R_3hywX9R1oSIynmb,2,before,3,yes,alone
R_3hywX9R1oSIynmb,3,before,3.75,yes,multiplayer
R_3hywX9R1oSIynmb,4,before,6,yes,multiplayer
R_3hywX9R1oSIynmb,5,before,0,yes,NA
R_3hywX9R1oSIynmb,6,before,0,yes,alone
R_3hywX9R1oSIynmb,7,before,0,yes,NA
R_3hywX9R1oSIynmb,8,before,2.25,yes,multiplayer
R_3hywX9R1oSIynmb,9,before,0,yes,NA
R_3hywX9R1oSIynmb,1,during,0,yes,NA
R_3hywX9R1oSIynmb,2,during,0,yes,NA
R_3hywX9R1oSIynmb,3,during,16,yes,multiplayer
R_3hywX9R1oSIynmb,4,during,14,yes,multiplayer
R_3hywX9R1oSIynmb,5,during,0,yes,NA
R_3hywX9R1oSIynmb,6,during,6,yes,multiplayer
R_3hywX9R1oSIynmb,7,during,0,yes,NA
R_3hywX9R1oSIynmb,8,during,4,yes,multiplayer
R_3hywX9R1oSIynmb,9,during,0,yes,NA
R_27ExcEAbe7WWZAY,1,before,0,yes,NA
R_27ExcEAbe7WWZAY,2,before,0,yes,NA
R_27ExcEAbe7WWZAY,3,before,3,yes,alone
R_27ExcEAbe7WWZAY,4,before,1.5,yes,alone
R_27ExcEAbe7WWZAY,5,before,1.5,yes,multiplayer
R_27ExcEAbe7WWZAY,6,before,9,yes,alone
R_27ExcEAbe7WWZAY,7,before,0,yes,NA
R_27ExcEAbe7WWZAY,8,before,0,yes,NA
R_27ExcEAbe7WWZAY,9,before,0,yes,NA
R_27ExcEAbe7WWZAY,1,during,0,yes,NA
R_27ExcEAbe7WWZAY,2,during,1,yes,alone
R_27ExcEAbe7WWZAY,3,during,0,yes,NA
R_27ExcEAbe7WWZAY,4,during,0,yes,NA
R_27ExcEAbe7WWZAY,5,during,3,yes,multiplayer
R_27ExcEAbe7WWZAY,6,during,16,yes,alone
R_27ExcEAbe7WWZAY,7,during,0,yes,NA
R_27ExcEAbe7WWZAY,8,during,0,yes,NA
R_27ExcEAbe7WWZAY,9,during,0,yes,NA
R_cTISqj1k1d4BAOd,1,before,0,yes,alone
R_cTISqj1k1d4BAOd,2,before,0,yes,NA
R_cTISqj1k1d4BAOd,3,before,0,yes,alone
R_cTISqj1k1d4BAOd,4,before,0,yes,NA
R_cTISqj1k1d4BAOd,5,before,0,yes,multiplayer
R_cTISqj1k1d4BAOd,6,before,0,yes,alone
R_cTISqj1k1d4BAOd,7,before,0,yes,NA
R_cTISqj1k1d4BAOd,8,before,0,yes,alone
R_cTISqj1k1d4BAOd,9,before,0,yes,NA
R_cTISqj1k1d4BAOd,1,during,0,yes,alone
R_cTISqj1k1d4BAOd,2,during,0,yes,NA
R_cTISqj1k1d4BAOd,3,during,0,yes,alone
R_cTISqj1k1d4BAOd,4,during,0,yes,NA
R_cTISqj1k1d4BAOd,5,during,0,yes,multiplayer
R_cTISqj1k1d4BAOd,6,during,0,yes,alone
R_cTISqj1k1d4BAOd,7,during,0,yes,NA
R_cTISqj1k1d4BAOd,8,during,0,yes,alone
R_cTISqj1k1d4BAOd,9,during,0,yes,alone
R_3OEuDPyfhuyKTkd,1,before,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,2,before,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,3,before,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,4,before,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,5,before,0,yes,NA
R_3OEuDPyfhuyKTkd,6,before,0,yes,alone
R_3OEuDPyfhuyKTkd,7,before,0,yes,alone
R_3OEuDPyfhuyKTkd,8,before,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,9,before,0,yes,alone
R_3OEuDPyfhuyKTkd,1,during,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,2,during,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,3,during,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,4,during,0,yes,multiplayer
R_3OEuDPyfhuyKTkd,5,during,0,yes,alone
R_3OEuDPyfhuyKTkd,6,during,0,yes,alone
R_3OEuDPyfhuyKTkd,7,during,0,yes,alone
R_3OEuDPyfhuyKTkd,8,during,0,yes,alone
R_3OEuDPyfhuyKTkd,9,during,0,yes,alone
R_1H78Zq7MMV4bmUw,1,before,0,yes,NA
R_1H78Zq7MMV4bmUw,2,before,0,yes,alone
R_1H78Zq7MMV4bmUw,3,before,0,yes,NA
R_1H78Zq7MMV4bmUw,4,before,15,yes,multiplayer
R_1H78Zq7MMV4bmUw,5,before,0,yes,NA
R_1H78Zq7MMV4bmUw,6,before,0,yes,NA
R_1H78Zq7MMV4bmUw,7,before,0,yes,NA
R_1H78Zq7MMV4bmUw,8,before,0,yes,NA
R_1H78Zq7MMV4bmUw,9,before,0,yes,NA
R_1H78Zq7MMV4bmUw,1,during,0,yes,NA
R_1H78Zq7MMV4bmUw,2,during,9,yes,alone
R_1H78Zq7MMV4bmUw,3,during,0,yes,NA
R_1H78Zq7MMV4bmUw,4,during,36,yes,multiplayer
R_1H78Zq7MMV4bmUw,5,during,0,yes,NA
R_1H78Zq7MMV4bmUw,6,during,0,yes,NA
R_1H78Zq7MMV4bmUw,7,during,0,yes,NA
R_1H78Zq7MMV4bmUw,8,during,0,yes,NA
R_1H78Zq7MMV4bmUw,9,during,0,yes,NA
R_2cvas4XCHYE6Kkz,1,before,12.600000000000001,yes,alone
R_2cvas4XCHYE6Kkz,2,before,0,yes,NA
R_2cvas4XCHYE6Kkz,3,before,0,yes,NA
R_2cvas4XCHYE6Kkz,4,before,7.000000000000001,yes,multiplayer
R_2cvas4XCHYE6Kkz,5,before,0,yes,NA
R_2cvas4XCHYE6Kkz,6,before,8.4,yes,alone
R_2cvas4XCHYE6Kkz,7,before,0,yes,NA
R_2cvas4XCHYE6Kkz,8,before,0,yes,NA
R_2cvas4XCHYE6Kkz,9,before,0,yes,NA
R_2cvas4XCHYE6Kkz,1,during,NA,no,NA
R_2cvas4XCHYE6Kkz,2,during,NA,no,NA
R_2cvas4XCHYE6Kkz,3,during,NA,no,NA
R_2cvas4XCHYE6Kkz,4,during,NA,no,NA
R_2cvas4XCHYE6Kkz,5,during,NA,no,NA
R_2cvas4XCHYE6Kkz,6,during,NA,no,NA
R_2cvas4XCHYE6Kkz,7,during,NA,no,NA
R_2cvas4XCHYE6Kkz,8,during,NA,no,NA
R_2cvas4XCHYE6Kkz,9,during,NA,no,NA
R_3HpP9AcM8KfmlN5,1,before,0,yes,NA
R_3HpP9AcM8KfmlN5,2,before,2.4,yes,multiplayer
R_3HpP9AcM8KfmlN5,3,before,4.8,yes,alone
R_3HpP9AcM8KfmlN5,4,before,2.4,yes,multiplayer
R_3HpP9AcM8KfmlN5,5,before,0,yes,NA
R_3HpP9AcM8KfmlN5,6,before,2.4,yes,alone
R_3HpP9AcM8KfmlN5,7,before,0,yes,NA
R_3HpP9AcM8KfmlN5,8,before,0,yes,NA
R_3HpP9AcM8KfmlN5,9,before,0,yes,NA
R_3HpP9AcM8KfmlN5,1,during,0,yes,NA
R_3HpP9AcM8KfmlN5,2,during,11.200000000000001,yes,multiplayer
R_3HpP9AcM8KfmlN5,3,during,11.200000000000001,yes,alone
R_3HpP9AcM8KfmlN5,4,during,0,yes,NA
R_3HpP9AcM8KfmlN5,5,during,0,yes,NA
R_3HpP9AcM8KfmlN5,6,during,5.6000000000000005,yes,alone
R_3HpP9AcM8KfmlN5,7,during,0,yes,NA
R_3HpP9AcM8KfmlN5,8,during,0,yes,NA
R_3HpP9AcM8KfmlN5,9,during,0,yes,NA
R_1MXmVmetdFpHiB4,1,before,0,yes,alone
R_1MXmVmetdFpHiB4,2,before,4.5,yes,alone
R_1MXmVmetdFpHiB4,3,before,0,yes,NA
R_1MXmVmetdFpHiB4,4,before,0,yes,NA
R_1MXmVmetdFpHiB4,5,before,0,yes,NA
R_1MXmVmetdFpHiB4,6,before,0,yes,NA
R_1MXmVmetdFpHiB4,7,before,0.6,yes,multiplayer
R_1MXmVmetdFpHiB4,8,before,0.8999999999999999,yes,alone
R_1MXmVmetdFpHiB4,9,before,0,yes,NA
R_1MXmVmetdFpHiB4,1,during,0,yes,NA
R_1MXmVmetdFpHiB4,2,during,20,yes,alone
R_1MXmVmetdFpHiB4,3,during,0,yes,NA
R_1MXmVmetdFpHiB4,4,during,0,yes,NA
R_1MXmVmetdFpHiB4,5,during,0,yes,NA
R_1MXmVmetdFpHiB4,6,during,0,yes,NA
R_1MXmVmetdFpHiB4,7,during,5,yes,multiplayer
R_1MXmVmetdFpHiB4,8,during,0,yes,NA
R_1MXmVmetdFpHiB4,9,during,0,yes,NA
R_2rZRXqFfn0ikBOS,1,before,0,yes,NA
R_2rZRXqFfn0ikBOS,2,before,0.75,yes,alone
R_2rZRXqFfn0ikBOS,3,before,4.5,yes,alone
R_2rZRXqFfn0ikBOS,4,before,0,yes,NA
R_2rZRXqFfn0ikBOS,5,before,1.5,yes,alone
R_2rZRXqFfn0ikBOS,6,before,7.5,yes,alone
R_2rZRXqFfn0ikBOS,7,before,0,yes,NA
R_2rZRXqFfn0ikBOS,8,before,0.75,yes,alone
R_2rZRXqFfn0ikBOS,9,before,0,yes,NA
R_2rZRXqFfn0ikBOS,1,during,NA,yes,NA
R_2rZRXqFfn0ikBOS,2,during,NA,yes,alone
R_2rZRXqFfn0ikBOS,3,during,NA,yes,alone
R_2rZRXqFfn0ikBOS,4,during,NA,yes,NA
R_2rZRXqFfn0ikBOS,5,during,NA,yes,alone
R_2rZRXqFfn0ikBOS,6,during,NA,yes,alone
R_2rZRXqFfn0ikBOS,7,during,NA,yes,NA
R_2rZRXqFfn0ikBOS,8,during,NA,yes,alone
R_2rZRXqFfn0ikBOS,9,during,NA,yes,NA
R_1Cy9Qzx0gi4C0n2,1,before,0,yes,multiplayer
R_1Cy9Qzx0gi4C0n2,2,before,0,yes,NA
R_1Cy9Qzx0gi4C0n2,3,before,0,yes,multiplayer
R_1Cy9Qzx0gi4C0n2,4,before,0,yes,multiplayer
R_1Cy9Qzx0gi4C0n2,5,before,0,yes,NA
R_1Cy9Qzx0gi4C0n2,6,before,0,yes,NA
R_1Cy9Qzx0gi4C0n2,7,before,0,yes,NA
R_1Cy9Qzx0gi4C0n2,8,before,0,yes,NA
R_1Cy9Qzx0gi4C0n2,9,before,0,yes,NA
R_1Cy9Qzx0gi4C0n2,1,during,0,yes,multiplayer
R_1Cy9Qzx0gi4C0n2,2,during,0,yes,alone
R_1Cy9Qzx0gi4C0n2,3,during,0,yes,multiplayer
R_1Cy9Qzx0gi4C0n2,4,during,0,yes,multiplayer
R_1Cy9Qzx0gi4C0n2,5,during,0,yes,NA
R_1Cy9Qzx0gi4C0n2,6,during,0,yes,NA
R_1Cy9Qzx0gi4C0n2,7,during,0,yes,NA
R_1Cy9Qzx0gi4C0n2,8,during,0,yes,NA
R_1Cy9Qzx0gi4C0n2,9,during,0,yes,NA
R_3LXrDOSOEDocie5,1,before,NA,no,NA
R_3LXrDOSOEDocie5,2,before,NA,no,NA
R_3LXrDOSOEDocie5,3,before,NA,no,NA
R_3LXrDOSOEDocie5,4,before,NA,no,NA
R_3LXrDOSOEDocie5,5,before,NA,no,NA
R_3LXrDOSOEDocie5,6,before,NA,no,NA
R_3LXrDOSOEDocie5,7,before,NA,no,NA
R_3LXrDOSOEDocie5,8,before,NA,no,NA
R_3LXrDOSOEDocie5,9,before,NA,no,NA
R_3LXrDOSOEDocie5,1,during,1.75,yes,multiplayer
R_3LXrDOSOEDocie5,2,during,21,yes,alone
R_3LXrDOSOEDocie5,3,during,0,yes,NA
R_3LXrDOSOEDocie5,4,during,1.75,yes,multiplayer
R_3LXrDOSOEDocie5,5,during,7,yes,multiplayer
R_3LXrDOSOEDocie5,6,during,0,yes,NA
R_3LXrDOSOEDocie5,7,during,0,yes,NA
R_3LXrDOSOEDocie5,8,during,0,yes,NA
R_3LXrDOSOEDocie5,9,during,3.5,yes,alone
R_3PAINhZstYwZKnG,1,before,0,yes,NA
R_3PAINhZstYwZKnG,2,before,1.7999999999999998,yes,alone
