response_id,game,lockdown_period,hours,regularly_play
R_1meXA4TrxC5Vg18,9,before,NA,no
R_1meXA4TrxC5Vg18,1,during,NA,yes
R_1meXA4TrxC5Vg18,2,during,18,yes
R_1meXA4TrxC5Vg18,3,during,5,yes
R_1meXA4TrxC5Vg18,4,during,NA,yes
R_1meXA4TrxC5Vg18,5,during,NA,yes
R_1meXA4TrxC5Vg18,6,during,6,yes
R_1meXA4TrxC5Vg18,7,during,NA,yes
R_1meXA4TrxC5Vg18,8,during,6,yes
R_1meXA4TrxC5Vg18,9,during,12,yes
R_3KHiukMNRuxucCu,1,before,NA,yes
R_3KHiukMNRuxucCu,2,before,4,yes
R_3KHiukMNRuxucCu,3,before,11,yes
R_3KHiukMNRuxucCu,4,before,10,yes
R_3KHiukMNRuxucCu,5,before,NA,yes
R_3KHiukMNRuxucCu,6,before,NA,yes
R_3KHiukMNRuxucCu,7,before,NA,yes
R_3KHiukMNRuxucCu,8,before,NA,yes
R_3KHiukMNRuxucCu,9,before,NA,yes
R_3KHiukMNRuxucCu,1,during,NA,yes
R_3KHiukMNRuxucCu,2,during,5,yes
R_3KHiukMNRuxucCu,3,during,21,yes
R_3KHiukMNRuxucCu,4,during,17,yes
R_3KHiukMNRuxucCu,5,during,NA,yes
R_3KHiukMNRuxucCu,6,during,NA,yes
R_3KHiukMNRuxucCu,7,during,NA,yes
R_3KHiukMNRuxucCu,8,during,NA,yes
R_3KHiukMNRuxucCu,9,during,NA,yes
R_1i5qKh6GOnE0oJ3,1,before,1,yes
R_1i5qKh6GOnE0oJ3,2,before,NA,yes
R_1i5qKh6GOnE0oJ3,3,before,4,yes
R_1i5qKh6GOnE0oJ3,4,before,NA,yes
R_1i5qKh6GOnE0oJ3,5,before,NA,yes
R_1i5qKh6GOnE0oJ3,6,before,6,yes
R_1i5qKh6GOnE0oJ3,7,before,NA,yes
R_1i5qKh6GOnE0oJ3,8,before,NA,yes
R_1i5qKh6GOnE0oJ3,9,before,NA,yes
R_1i5qKh6GOnE0oJ3,1,during,1,yes
R_1i5qKh6GOnE0oJ3,2,during,NA,yes
R_1i5qKh6GOnE0oJ3,3,during,3,yes
R_1i5qKh6GOnE0oJ3,4,during,NA,yes
R_1i5qKh6GOnE0oJ3,5,during,NA,yes
R_1i5qKh6GOnE0oJ3,6,during,7,yes
R_1i5qKh6GOnE0oJ3,7,during,NA,yes
R_1i5qKh6GOnE0oJ3,8,during,NA,yes
R_1i5qKh6GOnE0oJ3,9,during,NA,yes
R_330XwyrcBDhgBbG,1,before,NA,yes
R_330XwyrcBDhgBbG,2,before,NA,yes
R_330XwyrcBDhgBbG,3,before,10,yes
R_330XwyrcBDhgBbG,4,before,NA,yes
R_330XwyrcBDhgBbG,5,before,NA,yes
R_330XwyrcBDhgBbG,6,before,14,yes
R_330XwyrcBDhgBbG,7,before,NA,yes
R_330XwyrcBDhgBbG,8,before,NA,yes
R_330XwyrcBDhgBbG,9,before,NA,yes
R_330XwyrcBDhgBbG,1,during,NA,yes
R_330XwyrcBDhgBbG,2,during,10,yes
R_330XwyrcBDhgBbG,3,during,NA,yes
R_330XwyrcBDhgBbG,4,during,NA,yes
R_330XwyrcBDhgBbG,5,during,NA,yes
R_330XwyrcBDhgBbG,6,during,14,yes
R_330XwyrcBDhgBbG,7,during,NA,yes
R_330XwyrcBDhgBbG,8,during,NA,yes
R_330XwyrcBDhgBbG,9,during,NA,yes
R_3gZQ1C8SCyoh4Yc,1,before,NA,yes
R_3gZQ1C8SCyoh4Yc,2,before,1,yes
R_3gZQ1C8SCyoh4Yc,3,before,1,yes
R_3gZQ1C8SCyoh4Yc,4,before,2,yes
R_3gZQ1C8SCyoh4Yc,5,before,NA,yes
R_3gZQ1C8SCyoh4Yc,6,before,2,yes
R_3gZQ1C8SCyoh4Yc,7,before,10,yes
R_3gZQ1C8SCyoh4Yc,8,before,NA,yes
R_3gZQ1C8SCyoh4Yc,9,before,NA,yes
R_3gZQ1C8SCyoh4Yc,1,during,NA,yes
R_3gZQ1C8SCyoh4Yc,2,during,NA,yes
R_3gZQ1C8SCyoh4Yc,3,during,10,yes
R_3gZQ1C8SCyoh4Yc,4,during,10,yes
R_3gZQ1C8SCyoh4Yc,5,during,NA,yes
R_3gZQ1C8SCyoh4Yc,6,during,10,yes
R_3gZQ1C8SCyoh4Yc,7,during,NA,yes
R_3gZQ1C8SCyoh4Yc,8,during,NA,yes
R_3gZQ1C8SCyoh4Yc,9,during,NA,yes
R_2uNXceKKzdWqUIT,1,before,NA,yes
R_2uNXceKKzdWqUIT,2,before,NA,yes
R_2uNXceKKzdWqUIT,3,before,3,yes
R_2uNXceKKzdWqUIT,4,before,3,yes
R_2uNXceKKzdWqUIT,5,before,NA,yes
R_2uNXceKKzdWqUIT,6,before,3,yes
R_2uNXceKKzdWqUIT,7,before,NA,yes
R_2uNXceKKzdWqUIT,8,before,NA,yes
R_2uNXceKKzdWqUIT,9,before,3,yes
R_2uNXceKKzdWqUIT,1,during,3,yes
R_2uNXceKKzdWqUIT,2,during,NA,yes
R_2uNXceKKzdWqUIT,3,during,4,yes
R_2uNXceKKzdWqUIT,4,during,4,yes
R_2uNXceKKzdWqUIT,5,during,NA,yes
R_2uNXceKKzdWqUIT,6,during,14,yes
R_2uNXceKKzdWqUIT,7,during,NA,yes
R_2uNXceKKzdWqUIT,8,during,NA,yes
R_2uNXceKKzdWqUIT,9,during,6,yes
R_SSMMEEODX9uDbLr,1,before,NA,yes
R_SSMMEEODX9uDbLr,2,before,NA,yes
R_SSMMEEODX9uDbLr,3,before,17,yes
R_SSMMEEODX9uDbLr,4,before,26,yes
R_SSMMEEODX9uDbLr,5,before,NA,yes
R_SSMMEEODX9uDbLr,6,before,NA,yes
R_SSMMEEODX9uDbLr,7,before,NA,yes
R_SSMMEEODX9uDbLr,8,before,NA,yes
R_SSMMEEODX9uDbLr,9,before,NA,yes
R_SSMMEEODX9uDbLr,1,during,NA,yes
R_SSMMEEODX9uDbLr,2,during,NA,yes
R_SSMMEEODX9uDbLr,3,during,40,yes
R_SSMMEEODX9uDbLr,4,during,15,yes
R_SSMMEEODX9uDbLr,5,during,NA,yes
R_SSMMEEODX9uDbLr,6,during,NA,yes
R_SSMMEEODX9uDbLr,7,during,NA,yes
R_SSMMEEODX9uDbLr,8,during,NA,yes
R_SSMMEEODX9uDbLr,9,during,NA,yes
R_2VgXBPQ7UiiIILW,1,before,NA,yes
R_2VgXBPQ7UiiIILW,2,before,NA,yes
R_2VgXBPQ7UiiIILW,3,before,NA,yes
R_2VgXBPQ7UiiIILW,4,before,31,yes
R_2VgXBPQ7UiiIILW,5,before,NA,yes
R_2VgXBPQ7UiiIILW,6,before,NA,yes
R_2VgXBPQ7UiiIILW,7,before,NA,yes
R_2VgXBPQ7UiiIILW,8,before,NA,yes
R_2VgXBPQ7UiiIILW,9,before,NA,yes
R_2VgXBPQ7UiiIILW,1,during,NA,yes
R_2VgXBPQ7UiiIILW,2,during,NA,yes
R_2VgXBPQ7UiiIILW,3,during,NA,yes
R_2VgXBPQ7UiiIILW,4,during,30,yes
R_2VgXBPQ7UiiIILW,5,during,NA,yes
R_2VgXBPQ7UiiIILW,6,during,NA,yes
R_2VgXBPQ7UiiIILW,7,during,NA,yes
R_2VgXBPQ7UiiIILW,8,during,NA,yes
R_2VgXBPQ7UiiIILW,9,during,NA,yes
R_2U4rKifkmjVyf6B,1,before,NA,yes
R_2U4rKifkmjVyf6B,2,before,NA,yes
R_2U4rKifkmjVyf6B,3,before,6,yes
R_2U4rKifkmjVyf6B,4,before,2,yes
R_2U4rKifkmjVyf6B,5,before,NA,yes
R_2U4rKifkmjVyf6B,6,before,2,yes
R_2U4rKifkmjVyf6B,7,before,NA,yes
R_2U4rKifkmjVyf6B,8,before,NA,yes
R_2U4rKifkmjVyf6B,9,before,NA,yes
R_2U4rKifkmjVyf6B,1,during,NA,yes
R_2U4rKifkmjVyf6B,2,during,NA,yes
R_2U4rKifkmjVyf6B,3,during,10,yes
R_2U4rKifkmjVyf6B,4,during,3,yes
R_2U4rKifkmjVyf6B,5,during,NA,yes
R_2U4rKifkmjVyf6B,6,during,4,yes
R_2U4rKifkmjVyf6B,7,during,NA,yes
R_2U4rKifkmjVyf6B,8,during,NA,yes
R_2U4rKifkmjVyf6B,9,during,NA,yes
R_2v8uF7yPoq01u0w,1,before,NA,yes
R_2v8uF7yPoq01u0w,2,before,NA,yes
R_2v8uF7yPoq01u0w,3,before,NA,yes
R_2v8uF7yPoq01u0w,4,before,10,yes
R_2v8uF7yPoq01u0w,5,before,NA,yes
R_2v8uF7yPoq01u0w,6,before,20,yes
R_2v8uF7yPoq01u0w,7,before,NA,yes
R_2v8uF7yPoq01u0w,8,before,2,yes
R_2v8uF7yPoq01u0w,9,before,NA,yes
R_2v8uF7yPoq01u0w,1,during,NA,yes
R_2v8uF7yPoq01u0w,2,during,NA,yes
R_2v8uF7yPoq01u0w,3,during,NA,yes
R_2v8uF7yPoq01u0w,4,during,19,yes
R_2v8uF7yPoq01u0w,5,during,NA,yes
R_2v8uF7yPoq01u0w,6,during,25,yes
R_2v8uF7yPoq01u0w,7,during,NA,yes
R_2v8uF7yPoq01u0w,8,during,NA,yes
R_2v8uF7yPoq01u0w,9,during,NA,yes
R_1H0rge5nxLFRo3v,1,before,17,yes
R_1H0rge5nxLFRo3v,2,before,7,yes
R_1H0rge5nxLFRo3v,3,before,1,yes
R_1H0rge5nxLFRo3v,4,before,NA,yes
R_1H0rge5nxLFRo3v,5,before,NA,yes
R_1H0rge5nxLFRo3v,6,before,16,yes
R_1H0rge5nxLFRo3v,7,before,NA,yes
R_1H0rge5nxLFRo3v,8,before,NA,yes
R_1H0rge5nxLFRo3v,9,before,NA,yes
R_1H0rge5nxLFRo3v,1,during,NA,yes
R_1H0rge5nxLFRo3v,2,during,20,yes
R_1H0rge5nxLFRo3v,3,during,9,yes
R_1H0rge5nxLFRo3v,4,during,NA,yes
R_1H0rge5nxLFRo3v,5,during,NA,yes
R_1H0rge5nxLFRo3v,6,during,10,yes
R_1H0rge5nxLFRo3v,7,during,21,yes
R_1H0rge5nxLFRo3v,8,during,NA,yes
R_1H0rge5nxLFRo3v,9,during,NA,yes
R_rqkHtlJzlFPbYgF,1,before,NA,yes
R_rqkHtlJzlFPbYgF,2,before,NA,yes
R_rqkHtlJzlFPbYgF,3,before,4,yes
R_rqkHtlJzlFPbYgF,4,before,NA,yes
R_rqkHtlJzlFPbYgF,5,before,NA,yes
R_rqkHtlJzlFPbYgF,6,before,3,yes
R_rqkHtlJzlFPbYgF,7,before,NA,yes
R_rqkHtlJzlFPbYgF,8,before,NA,yes
R_rqkHtlJzlFPbYgF,9,before,NA,yes
R_rqkHtlJzlFPbYgF,1,during,NA,yes
R_rqkHtlJzlFPbYgF,2,during,NA,yes
R_rqkHtlJzlFPbYgF,3,during,6,yes
R_rqkHtlJzlFPbYgF,4,during,NA,yes
R_rqkHtlJzlFPbYgF,5,during,1,yes
R_rqkHtlJzlFPbYgF,6,during,6,yes
R_rqkHtlJzlFPbYgF,7,during,NA,yes
R_rqkHtlJzlFPbYgF,8,during,NA,yes
R_rqkHtlJzlFPbYgF,9,during,NA,yes
R_xAymUDRf13ewvE5,1,before,NA,yes
R_xAymUDRf13ewvE5,2,before,NA,yes
R_xAymUDRf13ewvE5,3,before,NA,yes
R_xAymUDRf13ewvE5,4,before,NA,yes
R_xAymUDRf13ewvE5,5,before,6,yes
R_xAymUDRf13ewvE5,6,before,26,yes
R_xAymUDRf13ewvE5,7,before,NA,yes
R_xAymUDRf13ewvE5,8,before,NA,yes
R_xAymUDRf13ewvE5,9,before,NA,yes
R_xAymUDRf13ewvE5,1,during,NA,yes
R_xAymUDRf13ewvE5,2,during,NA,yes
R_xAymUDRf13ewvE5,3,during,NA,yes
R_xAymUDRf13ewvE5,4,during,NA,yes
R_xAymUDRf13ewvE5,5,during,8,yes
R_xAymUDRf13ewvE5,6,during,31,yes
R_xAymUDRf13ewvE5,7,during,NA,yes
R_xAymUDRf13ewvE5,8,during,NA,yes
R_xAymUDRf13ewvE5,9,during,NA,yes
R_23W8Gu6uSBy5aEM,1,before,NA,yes
R_23W8Gu6uSBy5aEM,2,before,NA,yes
R_23W8Gu6uSBy5aEM,3,before,10,yes
R_23W8Gu6uSBy5aEM,4,before,NA,yes
R_23W8Gu6uSBy5aEM,5,before,NA,yes
R_23W8Gu6uSBy5aEM,6,before,15,yes
R_23W8Gu6uSBy5aEM,7,before,NA,yes
R_23W8Gu6uSBy5aEM,8,before,NA,yes
R_23W8Gu6uSBy5aEM,9,before,NA,yes
R_23W8Gu6uSBy5aEM,1,during,NA,yes
R_23W8Gu6uSBy5aEM,2,during,NA,yes
R_23W8Gu6uSBy5aEM,3,during,20,yes
R_23W8Gu6uSBy5aEM,4,during,NA,yes
R_23W8Gu6uSBy5aEM,5,during,NA,yes
R_23W8Gu6uSBy5aEM,6,during,20,yes
R_23W8Gu6uSBy5aEM,7,during,NA,yes
R_23W8Gu6uSBy5aEM,8,during,NA,yes
R_23W8Gu6uSBy5aEM,9,during,NA,yes
R_2zMWZPoTl4gnah2,1,before,1,yes
R_2zMWZPoTl4gnah2,2,before,NA,yes
R_2zMWZPoTl4gnah2,3,before,NA,yes
R_2zMWZPoTl4gnah2,4,before,NA,yes
R_2zMWZPoTl4gnah2,5,before,NA,yes
R_2zMWZPoTl4gnah2,6,before,NA,yes
R_2zMWZPoTl4gnah2,7,before,NA,yes
R_2zMWZPoTl4gnah2,8,before,4,yes
R_2zMWZPoTl4gnah2,9,before,NA,yes
R_2zMWZPoTl4gnah2,1,during,NA,yes
R_2zMWZPoTl4gnah2,2,during,NA,yes
R_2zMWZPoTl4gnah2,3,during,NA,yes
R_2zMWZPoTl4gnah2,4,during,NA,yes
R_2zMWZPoTl4gnah2,5,during,NA,yes
R_2zMWZPoTl4gnah2,6,during,NA,yes
R_2zMWZPoTl4gnah2,7,during,NA,yes
R_2zMWZPoTl4gnah2,8,during,4,yes
R_2zMWZPoTl4gnah2,9,during,NA,yes
R_325eUWTIGcn1611,1,before,NA,yes
R_325eUWTIGcn1611,2,before,NA,yes
R_325eUWTIGcn1611,3,before,50,yes
R_325eUWTIGcn1611,4,before,NA,yes
R_325eUWTIGcn1611,5,before,NA,yes
R_325eUWTIGcn1611,6,before,NA,yes
R_325eUWTIGcn1611,7,before,NA,yes
R_325eUWTIGcn1611,8,before,NA,yes
R_325eUWTIGcn1611,9,before,NA,yes
R_325eUWTIGcn1611,1,during,NA,yes
R_325eUWTIGcn1611,2,during,NA,yes
R_325eUWTIGcn1611,3,during,20,yes
R_325eUWTIGcn1611,4,during,NA,yes
R_325eUWTIGcn1611,5,during,NA,yes
R_325eUWTIGcn1611,6,during,20,yes
R_325eUWTIGcn1611,7,during,20,yes
R_325eUWTIGcn1611,8,during,NA,yes
R_325eUWTIGcn1611,9,during,NA,yes
R_3j2oWZoAEr1njjz,1,before,NA,yes
R_3j2oWZoAEr1njjz,2,before,NA,yes
R_3j2oWZoAEr1njjz,3,before,6,yes
R_3j2oWZoAEr1njjz,4,before,10,yes
R_3j2oWZoAEr1njjz,5,before,NA,yes
R_3j2oWZoAEr1njjz,6,before,NA,yes
R_3j2oWZoAEr1njjz,7,before,2,yes
R_3j2oWZoAEr1njjz,8,before,NA,yes
R_3j2oWZoAEr1njjz,9,before,NA,yes
R_3j2oWZoAEr1njjz,1,during,NA,yes
R_3j2oWZoAEr1njjz,2,during,NA,yes
R_3j2oWZoAEr1njjz,3,during,15,yes
R_3j2oWZoAEr1njjz,4,during,2,yes
R_3j2oWZoAEr1njjz,5,during,NA,yes
R_3j2oWZoAEr1njjz,6,during,2,yes
R_3j2oWZoAEr1njjz,7,during,NA,yes
R_3j2oWZoAEr1njjz,8,during,NA,yes
R_3j2oWZoAEr1njjz,9,during,NA,yes
R_TemVHsV6Me3tByp,1,before,NA,yes
R_TemVHsV6Me3tByp,2,before,NA,yes
R_TemVHsV6Me3tByp,3,before,NA,yes
R_TemVHsV6Me3tByp,4,before,42,yes
R_TemVHsV6Me3tByp,5,before,NA,yes
R_TemVHsV6Me3tByp,6,before,12,yes
R_TemVHsV6Me3tByp,7,before,NA,yes
R_TemVHsV6Me3tByp,8,before,18,yes
R_TemVHsV6Me3tByp,9,before,NA,yes
R_TemVHsV6Me3tByp,1,during,NA,yes
R_TemVHsV6Me3tByp,2,during,NA,yes
R_TemVHsV6Me3tByp,3,during,NA,yes
R_TemVHsV6Me3tByp,4,during,42,yes
R_TemVHsV6Me3tByp,5,during,NA,yes
R_TemVHsV6Me3tByp,6,during,12,yes
R_TemVHsV6Me3tByp,7,during,NA,yes
R_TemVHsV6Me3tByp,8,during,12,yes
R_TemVHsV6Me3tByp,9,during,NA,yes
